record_id,user_id,exercise_type,exercise_date,duration_minutes,calories_burned,average_heart_rate,max_heart_rate,equipment_used,created_at
291,6,游泳,2025-12-04,45,468.8,113,132,椭圆机,2025-12-04T09:32:47.554861
292,6,椭圆机,2025-11-11,93,896.0,128,154,拳击沙袋,2025-11-11T09:32:47.554861
293,6,力量训练,2025-10-10,65,479.4,134,159,瑜伽垫,2025-10-10T09:32:47.554861
294,6,椭圆机,2025-10-03,54,528.8,144,170,龙门架,2025-10-03T09:32:47.554861
295,6,跑步,2025-11-26,47,482.8,116,126,史密斯机,2025-11-26T09:32:47.554861
296,6,爬楼机,2025-10-10,35,388.5,113,125,杠铃,2025-10-10T09:32:47.554861
297,6,游泳,2025-12-14,118,1405.3,137,157,拳击沙袋,2025-12-14T09:32:47.554861
298,6,拳击,2025-12-31,50,666.2,121,142,哑铃,2025-12-31T09:32:47.554861
299,6,拳击,2025-12-21,23,301.9,129,158,哑铃,2025-12-21T09:32:47.554861
300,6,力量训练,2025-12-13,44,319.8,110,136,椭圆机,2025-12-13T09:32:47.554861
301,6,椭圆机,2025-11-02,52,468.0,146,164,拳击沙袋,2025-11-02T09:32:47.554861
302,6,椭圆机,2025-12-11,59,514.2,112,141,拳击沙袋,2025-12-11T09:32:47.554861
303,6,跑步,2025-12-17,85,925.0,134,159,跑步机,2025-12-17T09:32:47.554861
304,6,椭圆机,2026-01-10,114,1058.9,137,148,哑铃,2026-01-10T09:32:47.554861
305,6,普拉提,2026-01-19,96,450.4,113,134,跑步机,2026-01-19T09:32:47.554861
306,6,爬楼机,2025-12-30,73,808.2,133,163,拳击沙袋,2025-12-30T09:32:47.554861
307,6,普拉提,2025-11-16,72,345.9,119,147,划船机,2025-11-16T09:32:47.554861
308,6,跑步,2025-11-06,40,396.6,149,169,哑铃,2025-11-06T09:32:47.554861
309,6,爬楼机,2025-12-02,45,470.0,134,150,龙门架,2025-12-02T09:32:47.554861
310,6,瑜伽,2026-01-07,82,308.8,143,170,动感单车,2026-01-07T09:32:47.554861
311,6,跑步,2025-12-02,95,884.0,141,162,拳击沙袋,2025-12-02T09:32:47.554861
312,6,跑步,2025-10-27,86,857.1,140,155,动感单车,2025-10-27T09:32:47.554861
313,6,力量训练,2025-12-28,77,636.1,121,141,拳击沙袋,2025-12-28T09:32:47.554861
314,6,划船机,2025-11-17,74,681.0,127,138,划船机,2025-11-17T09:32:47.554861
315,6,动感单车,2025-11-21,54,590.8,124,152,哑铃,2025-11-21T09:32:47.554861
316,6,力量训练,2025-12-18,57,420.4,137,158,动感单车,2025-12-18T09:32:47.554861
317,6,普拉提,2025-10-15,64,330.7,130,144,动感单车,2025-10-15T09:32:47.554861
318,6,划船机,2025-12-15,90,857.9,148,163,划船机,2025-12-15T09:32:47.554861
319,6,跑步,2026-01-13,94,879.5,126,151,拳击沙袋,2026-01-13T09:32:47.554861
320,6,拳击,2025-09-28,119,1509.1,141,170,跑步机,2025-09-28T09:32:47.554861
321,6,跑步,2025-11-29,85,840.5,126,149,杠铃,2025-11-29T09:32:47.554861
322,6,椭圆机,2025-12-16,95,875.4,150,179,瑜伽垫,2025-12-16T09:32:47.554861
323,6,拳击,2025-12-19,79,1043.4,113,139,跑步机,2025-12-19T09:32:47.554861
324,6,游泳,2025-10-15,46,462.0,123,137,史密斯机,2025-10-15T09:32:47.554861
325,6,划船机,2025-10-29,84,848.0,113,140,史密斯机,2025-10-29T09:32:47.554861
326,6,力量训练,2025-09-27,94,712.2,149,161,拳击沙袋,2025-09-27T09:32:47.554861
327,6,跑步,2025-12-02,38,401.1,120,141,哑铃,2025-12-02T09:32:47.554861
328,6,瑜伽,2025-10-04,101,431.3,114,139,瑜伽垫,2025-10-04T09:32:47.554861
329,6,跑步,2025-11-13,89,953.8,115,130,哑铃,2025-11-13T09:32:47.554861
330,6,爬楼机,2025-10-19,30,300.6,111,123,跑步机,2025-10-19T09:32:47.554861
331,6,拳击,2025-12-17,59,822.8,150,174,龙门架,2025-12-17T09:32:47.554861
332,7,爬楼机,2026-01-06,36,420.5,129,153,动感单车,2026-01-06T09:32:47.555150
333,7,普拉提,2026-01-07,109,581.1,116,129,动感单车,2026-01-07T09:32:47.555150
334,7,动感单车,2026-01-08,69,869.9,131,149,跑步机,2026-01-08T09:32:47.555150
335,7,游泳,2025-12-13,53,550.6,126,140,龙门架,2025-12-13T09:32:47.555150
336,7,划船机,2025-11-28,33,305.7,132,157,龙门架,2025-11-28T09:32:47.555150
337,7,跑步,2026-01-14,70,729.9,115,125,划船机,2026-01-14T09:32:47.555150
338,7,爬楼机,2025-11-16,91,1097.5,129,144,哑铃,2025-11-16T09:32:47.555150
339,7,瑜伽,2025-12-15,97,392.9,127,153,拳击沙袋,2025-12-15T09:32:47.555150
340,7,动感单车,2025-11-11,57,699.6,148,167,拳击沙袋,2025-11-11T09:32:47.555150
341,7,动感单车,2025-11-16,74,952.0,140,155,动感单车,2025-11-16T09:32:47.555150
342,7,爬楼机,2025-12-17,23,264.2,113,135,跑步机,2025-12-17T09:32:47.555150
343,7,跑步,2025-11-29,29,274.6,142,170,史密斯机,2025-11-29T09:32:47.555150
344,7,拳击,2026-01-10,102,1345.5,147,168,椭圆机,2026-01-10T09:32:47.555150
345,7,爬楼机,2025-11-22,46,519.0,138,155,动感单车,2025-11-22T09:32:47.555150
346,7,爬楼机,2025-11-22,116,1295.1,119,145,动感单车,2025-11-22T09:32:47.555150
347,7,爬楼机,2026-01-08,49,496.5,110,120,椭圆机,2026-01-08T09:32:47.555150
348,7,划船机,2025-12-12,68,678.0,120,130,哑铃,2025-12-12T09:32:47.555150
349,7,动感单车,2025-11-15,37,450.1,141,170,杠铃,2025-11-15T09:32:47.555150
350,7,椭圆机,2025-11-21,23,209.4,117,147,跑步机,2025-11-21T09:32:47.555150
351,7,瑜伽,2025-11-25,104,419.6,127,149,跑步机,2025-11-25T09:32:47.555150
352,7,普拉提,2026-01-06,54,248.8,110,140,动感单车,2026-01-06T09:32:47.555150
353,7,普拉提,2025-11-10,50,269.5,115,132,瑜伽垫,2025-11-10T09:32:47.555150
354,7,椭圆机,2025-12-13,24,232.4,143,160,拳击沙袋,2025-12-13T09:32:47.555150
355,7,拳击,2025-12-05,58,700.7,144,161,划船机,2025-12-05T09:32:47.555150
356,7,力量训练,2025-11-25,118,861.0,119,148,跑步机,2025-11-25T09:32:47.555150
357,7,爬楼机,2025-11-23,31,355.6,127,154,划船机,2025-11-23T09:32:47.555150
358,7,普拉提,2025-11-10,99,481.3,119,139,划船机,2025-11-10T09:32:47.555150
359,7,拳击,2026-01-02,120,1444.4,132,158,拳击沙袋,2026-01-02T09:32:47.555150
360,7,划船机,2025-11-18,63,567.7,145,169,杠铃,2025-11-18T09:32:47.555150
361,7,拳击,2025-12-01,84,1142.4,122,146,杠铃,2025-12-01T09:32:47.555150
362,7,普拉提,2025-11-10,111,529.7,150,167,拳击沙袋,2025-11-10T09:32:47.555150
363,7,游泳,2026-01-01,108,1109.7,148,164,拳击沙袋,2026-01-01T09:32:47.555150
364,7,椭圆机,2025-12-13,75,690.4,144,163,椭圆机,2025-12-13T09:32:47.555150
365,7,普拉提,2025-11-23,62,290.4,111,134,杠铃,2025-11-23T09:32:47.555150
366,7,椭圆机,2025-11-12,56,462.7,114,128,椭圆机,2025-11-12T09:32:47.555150
367,7,拳击,2025-11-14,54,721.6,112,124,划船机,2025-11-14T09:32:47.555150
368,7,力量训练,2025-11-23,76,623.6,133,148,瑜伽垫,2025-11-23T09:32:47.555150
369,7,拳击,2026-01-01,70,922.9,113,137,动感单车,2026-01-01T09:32:47.555150
370,7,普拉提,2026-01-10,106,494.4,149,160,龙门架,2026-01-10T09:32:47.555150
371,7,椭圆机,2025-11-12,89,836.1,110,127,动感单车,2025-11-12T09:32:47.555150
372,7,划船机,2025-11-08,37,339.5,132,159,动感单车,2025-11-08T09:32:47.555150
373,7,椭圆机,2025-11-08,72,674.3,127,142,瑜伽垫,2025-11-08T09:32:47.555150
374,7,动感单车,2026-01-01,95,1187.4,126,141,跑步机,2026-01-01T09:32:47.555150
375,7,动感单车,2026-01-05,56,684.1,133,156,哑铃,2026-01-05T09:32:47.555150
376,7,力量训练,2025-12-24,83,718.6,135,150,杠铃,2025-12-24T09:32:47.555150
377,7,跑步,2026-01-08,109,1116.7,149,165,跑步机,2026-01-08T09:32:47.555150
378,7,拳击,2025-12-20,68,807.4,120,147,椭圆机,2025-12-20T09:32:47.555150
379,7,游泳,2025-11-25,60,630.2,147,159,动感单车,2025-11-25T09:32:47.555150
380,7,动感单车,2025-11-21,41,506.9,150,175,椭圆机,2025-11-21T09:32:47.555150
381,7,游泳,2025-12-12,101,1008.7,125,146,跑步机,2025-12-12T09:32:47.555150
382,7,游泳,2025-11-22,70,821.1,145,166,瑜伽垫,2025-11-22T09:32:47.555150
383,7,普拉提,2025-11-22,32,149.7,142,156,史密斯机,2025-11-22T09:32:47.555150
384,7,爬楼机,2025-11-30,73,780.4,129,155,椭圆机,2025-11-30T09:32:47.555150
385,7,爬楼机,2026-01-05,55,637.9,132,162,史密斯机,2026-01-05T09:32:47.555150
386,7,划船机,2026-01-10,44,416.0,146,161,动感单车,2026-01-10T09:32:47.555150
387,7,划船机,2025-12-10,50,458.9,120,138,划船机,2025-12-10T09:32:47.555150
388,7,瑜伽,2025-11-07,28,116.2,115,145,瑜伽垫,2025-11-07T09:32:47.555150
389,7,力量训练,2026-01-09,115,979.2,121,133,椭圆机,2026-01-09T09:32:47.555150
390,7,跑步,2025-11-07,29,272.4,119,142,杠铃,2025-11-07T09:32:47.555150
391,7,动感单车,2025-12-16,71,819.6,119,147,龙门架,2025-12-16T09:32:47.555150
392,7,爬楼机,2025-12-10,116,1180.1,140,157,史密斯机,2025-12-10T09:32:47.555150
393,7,游泳,2025-11-09,98,979.6,132,162,哑铃,2025-11-09T09:32:47.555150
394,7,椭圆机,2025-11-17,53,464.8,140,150,划船机,2025-11-17T09:32:47.555150
395,7,游泳,2025-12-06,60,631.9,133,155,龙门架,2025-12-06T09:32:47.555150
396,7,划船机,2025-12-11,96,942.0,150,178,哑铃,2025-12-11T09:32:47.555150
397,7,椭圆机,2025-11-25,114,992.7,146,172,史密斯机,2025-11-25T09:32:47.555150
398,7,拳击,2025-12-10,64,899.2,118,144,瑜伽垫,2025-12-10T09:32:47.555150
399,8,椭圆机,2025-12-16,106,913.9,141,166,哑铃,2025-12-16T09:32:47.555335
400,8,爬楼机,2025-06-16,85,877.0,120,139,史密斯机,2025-06-16T09:32:47.555335
401,8,跑步,2025-04-19,57,565.1,132,155,杠铃,2025-04-19T09:32:47.555335
402,8,力量训练,2025-06-10,112,841.7,149,167,椭圆机,2025-06-10T09:32:47.555335
403,8,游泳,2025-05-29,68,725.1,114,141,瑜伽垫,2025-05-29T09:32:47.555335
404,8,划船机,2025-10-19,69,660.9,137,154,哑铃,2025-10-19T09:32:47.555335
405,8,力量训练,2026-01-01,69,516.6,126,143,杠铃,2026-01-01T09:32:47.555335
406,8,动感单车,2025-08-12,101,1174.3,115,142,史密斯机,2025-08-12T09:32:47.555335
407,8,划船机,2025-10-24,70,637.8,148,161,哑铃,2025-10-24T09:32:47.555335
408,8,椭圆机,2025-12-21,90,801.1,116,143,龙门架,2025-12-21T09:32:47.555335
409,8,游泳,2025-11-11,56,676.7,128,152,椭圆机,2025-11-11T09:32:47.555335
410,8,瑜伽,2025-04-29,94,380.2,146,163,动感单车,2025-04-29T09:32:47.555335
411,8,动感单车,2025-06-15,93,1100.1,144,154,椭圆机,2025-06-15T09:32:47.555335
412,8,拳击,2025-10-13,97,1368.3,140,168,史密斯机,2025-10-13T09:32:47.555335
413,8,力量训练,2025-10-20,103,795.5,129,157,椭圆机,2025-10-20T09:32:47.555335
414,8,普拉提,2025-09-16,116,606.7,148,168,龙门架,2025-09-16T09:32:47.555335
415,8,椭圆机,2025-05-09,41,350.1,145,158,椭圆机,2025-05-09T09:32:47.555335
416,8,瑜伽,2025-10-10,89,328.4,148,170,杠铃,2025-10-10T09:32:47.555335
417,8,瑜伽,2025-08-30,45,189.0,124,141,龙门架,2025-08-30T09:32:47.555335
418,8,跑步,2025-07-06,43,465.7,138,164,拳击沙袋,2025-07-06T09:32:47.555335
419,8,椭圆机,2026-01-07,90,880.0,126,143,椭圆机,2026-01-07T09:32:47.555335
420,8,拳击,2025-04-15,79,970.1,122,132,跑步机,2025-04-15T09:32:47.555335
421,8,动感单车,2025-11-27,119,1409.9,131,147,拳击沙袋,2025-11-27T09:32:47.555335
422,8,力量训练,2025-10-17,102,890.4,143,169,拳击沙袋,2025-10-17T09:32:47.555335
423,8,爬楼机,2025-12-10,98,1168.5,132,150,史密斯机,2025-12-10T09:32:47.555335
424,8,动感单车,2025-08-30,94,1082.3,123,142,椭圆机,2025-08-30T09:32:47.555335
425,8,拳击,2025-06-05,73,1002.7,133,152,动感单车,2025-06-05T09:32:47.555335
426,8,瑜伽,2025-06-03,52,219.1,115,135,跑步机,2025-06-03T09:32:47.555335
427,8,瑜伽,2025-12-02,55,211.8,141,165,动感单车,2025-12-02T09:32:47.555335
428,8,划船机,2025-11-29,106,1066.0,119,141,史密斯机,2025-11-29T09:32:47.555335
429,8,动感单车,2025-08-23,46,603.6,140,164,杠铃,2025-08-23T09:32:47.555335
430,8,瑜伽,2025-06-08,98,413.3,145,161,椭圆机,2025-06-08T09:32:47.555335
431,8,动感单车,2025-08-27,113,1357.4,111,132,跑步机,2025-08-27T09:32:47.555335
432,8,椭圆机,2025-07-04,25,238.0,144,156,划船机,2025-07-04T09:32:47.555335
433,8,拳击,2025-05-17,96,1228.6,113,126,龙门架,2025-05-17T09:32:47.555335
434,8,动感单车,2025-08-23,68,779.3,147,165,瑜伽垫,2025-08-23T09:32:47.555335
435,8,瑜伽,2025-08-03,71,273.3,134,145,划船机,2025-08-03T09:32:47.555335
436,9,跑步,2025-10-20,55,590.8,133,148,椭圆机,2025-10-20T09:32:47.555525
437,9,游泳,2025-09-10,69,755.2,127,146,拳击沙袋,2025-09-10T09:32:47.555525
438,9,普拉提,2025-07-05,82,414.1,121,134,史密斯机,2025-07-05T09:32:47.555525
439,9,爬楼机,2026-01-15,22,252.8,127,145,跑步机,2026-01-15T09:32:47.555525
440,9,力量训练,2025-09-01,32,267.7,135,159,哑铃,2025-09-01T09:32:47.555525
441,9,爬楼机,2025-12-07,69,767.5,143,163,动感单车,2025-12-07T09:32:47.555525
442,9,划船机,2025-10-11,25,269.3,132,146,瑜伽垫,2025-10-11T09:32:47.555525
443,9,动感单车,2025-12-02,57,700.1,135,158,划船机,2025-12-02T09:32:47.555525
444,9,爬楼机,2025-08-21,44,437.7,122,132,拳击沙袋,2025-08-21T09:32:47.555525
445,9,椭圆机,2025-09-01,69,672.8,135,158,龙门架,2025-09-01T09:32:47.555525
446,9,拳击,2025-12-27,55,697.1,112,125,拳击沙袋,2025-12-27T09:32:47.555525
447,9,游泳,2025-07-07,41,415.5,137,165,跑步机,2025-07-07T09:32:47.555525
448,9,椭圆机,2025-10-27,58,470.6,146,173,瑜伽垫,2025-10-27T09:32:47.555525
449,9,瑜伽,2025-07-08,53,195.7,121,146,史密斯机,2025-07-08T09:32:47.555525
450,9,椭圆机,2025-12-02,47,459.2,136,162,瑜伽垫,2025-12-02T09:32:47.555525
451,9,力量训练,2026-01-07,21,174.5,138,151,史密斯机,2026-01-07T09:32:47.555525
452,9,拳击,2025-09-13,63,800.4,124,146,跑步机,2025-09-13T09:32:47.555525
453,9,动感单车,2025-07-01,44,530.9,123,145,跑步机,2025-07-01T09:32:47.555525
454,9,力量训练,2025-11-10,115,959.3,110,125,椭圆机,2025-11-10T09:32:47.555525
455,9,拳击,2025-06-30,76,1012.8,129,158,拳击沙袋,2025-06-30T09:32:47.555525
456,9,游泳,2025-08-30,27,289.2,119,142,哑铃,2025-08-30T09:32:47.555525
457,9,动感单车,2025-11-16,80,961.5,125,152,动感单车,2025-11-16T09:32:47.555525
458,9,拳击,2026-01-18,52,688.4,125,153,杠铃,2026-01-18T09:32:47.555525
459,9,划船机,2025-11-06,90,875.2,126,136,哑铃,2025-11-06T09:32:47.555525
460,9,动感单车,2025-11-16,119,1447.1,116,133,划船机,2025-11-16T09:32:47.555525
461,9,跑步,2025-12-10,95,881.9,147,157,划船机,2025-12-10T09:32:47.555525
462,9,瑜伽,2025-11-08,38,157.5,118,131,瑜伽垫,2025-11-08T09:32:47.555525
463,9,力量训练,2026-01-16,97,702.6,126,140,动感单车,2026-01-16T09:32:47.555525
464,9,普拉提,2025-07-02,96,493.7,126,154,动感单车,2025-07-02T09:32:47.555525
465,9,爬楼机,2025-07-28,39,416.9,144,162,瑜伽垫,2025-07-28T09:32:47.555525
466,9,普拉提,2026-01-06,62,292.6,122,149,划船机,2026-01-06T09:32:47.555525
467,9,动感单车,2025-09-11,60,714.1,138,159,拳击沙袋,2025-09-11T09:32:47.555525
468,9,动感单车,2025-11-05,28,319.5,121,145,龙门架,2025-11-05T09:32:47.555525
469,9,拳击,2025-08-18,52,690.6,119,140,拳击沙袋,2025-08-18T09:32:47.555525
470,9,拳击,2025-12-06,89,1218.6,118,129,史密斯机,2025-12-06T09:32:47.555525
471,9,动感单车,2025-12-09,36,459.2,144,171,杠铃,2025-12-09T09:32:47.555525
472,9,划船机,2025-12-12,28,265.5,126,156,跑步机,2025-12-12T09:32:47.555525
473,9,普拉提,2026-01-05,83,409.4,136,154,杠铃,2026-01-05T09:32:47.555525
474,9,拳击,2025-10-06,50,625.9,126,146,动感单车,2025-10-06T09:32:47.555525
475,9,跑步,2025-11-06,108,1155.4,142,152,划船机,2025-11-06T09:32:47.555525
476,9,拳击,2025-08-01,87,1222.2,136,156,拳击沙袋,2025-08-01T09:32:47.555525
477,9,瑜伽,2025-07-25,108,407.7,125,142,哑铃,2025-07-25T09:32:47.555525
478,9,普拉提,2026-01-18,48,227.2,115,144,拳击沙袋,2026-01-18T09:32:47.555525
479,9,拳击,2025-07-13,90,1159.7,110,139,瑜伽垫,2025-07-13T09:32:47.555525
480,9,游泳,2025-10-15,31,363.5,134,154,椭圆机,2025-10-15T09:32:47.555525
481,9,游泳,2025-12-27,24,256.1,142,167,哑铃,2025-12-27T09:32:47.555525
482,9,拳击,2025-12-24,118,1617.2,140,161,跑步机,2025-12-24T09:32:47.555525
483,9,力量训练,2025-10-24,118,911.0,141,157,划船机,2025-10-24T09:32:47.555525
484,9,拳击,2025-12-11,63,884.8,137,155,椭圆机,2025-12-11T09:32:47.555525
485,9,划船机,2025-11-19,43,390.2,117,137,瑜伽垫,2025-11-19T09:32:47.555525
486,9,瑜伽,2025-10-15,27,114.2,131,150,瑜伽垫,2025-10-15T09:32:47.555525
487,9,游泳,2025-11-21,104,1106.6,132,162,动感单车,2025-11-21T09:32:47.555525
488,10,瑜伽,2025-12-17,62,265.3,142,162,动感单车,2025-12-17T09:32:47.555702
489,10,力量训练,2025-12-20,49,358.1,146,165,椭圆机,2025-12-20T09:32:47.555702
490,10,普拉提,2025-12-23,93,442.0,121,141,跑步机,2025-12-23T09:32:47.555702
491,10,瑜伽,2025-12-17,51,209.2,145,158,哑铃,2025-12-17T09:32:47.555702
492,10,动感单车,2025-10-12,106,1346.4,141,159,跑步机,2025-10-12T09:32:47.555702
493,10,椭圆机,2025-12-29,69,651.6,140,168,动感单车,2025-12-29T09:32:47.555702
494,10,游泳,2025-09-27,106,1221.5,116,127,瑜伽垫,2025-09-27T09:32:47.555702
495,10,游泳,2026-01-19,27,317.7,119,133,划船机,2026-01-19T09:32:47.555702
496,10,游泳,2026-01-07,80,854.1,136,155,杠铃,2026-01-07T09:32:47.555702
497,10,划船机,2025-11-02,24,229.4,111,127,拳击沙袋,2025-11-02T09:32:47.555702
498,10,瑜伽,2026-01-10,113,434.9,120,134,动感单车,2026-01-10T09:32:47.555702
499,10,瑜伽,2025-09-26,25,99.4,130,154,动感单车,2025-09-26T09:32:47.555702
500,10,爬楼机,2025-11-27,36,397.7,123,152,瑜伽垫,2025-11-27T09:32:47.555702
501,10,动感单车,2025-10-17,93,1118.4,118,144,杠铃,2025-10-17T09:32:47.555702
502,10,划船机,2025-11-18,92,854.7,119,144,拳击沙袋,2025-11-18T09:32:47.555702
503,10,拳击,2025-11-27,113,1439.5,132,145,椭圆机,2025-11-27T09:32:47.555702
504,10,普拉提,2026-01-05,116,589.0,128,149,动感单车,2026-01-05T09:32:47.555702
505,10,跑步,2025-12-15,77,746.3,147,175,跑步机,2025-12-15T09:32:47.555702
506,10,拳击,2025-09-19,36,481.9,125,153,龙门架,2025-09-19T09:32:47.555702
507,10,椭圆机,2025-11-01,81,658.6,141,169,拳击沙袋,2025-11-01T09:32:47.555702
508,10,瑜伽,2025-09-27,20,74.4,129,147,杠铃,2025-09-27T09:32:47.555702
509,10,划船机,2025-11-21,65,689.9,149,168,跑步机,2025-11-21T09:32:47.555702
510,10,普拉提,2025-12-05,74,366.3,116,138,动感单车,2025-12-05T09:32:47.555702
511,10,拳击,2025-11-30,80,1124.1,148,163,杠铃,2025-11-30T09:32:47.555702
512,10,游泳,2025-09-13,42,477.8,110,127,拳击沙袋,2025-09-13T09:32:47.555702
513,10,游泳,2025-12-22,71,812.0,141,163,瑜伽垫,2025-12-22T09:32:47.555702
514,10,划船机,2025-10-25,38,403.2,146,170,杠铃,2025-10-25T09:32:47.555702
515,10,力量训练,2025-12-10,70,559.9,124,151,跑步机,2025-12-10T09:32:47.555702
516,10,瑜伽,2025-09-27,120,436.5,150,176,史密斯机,2025-09-27T09:32:47.555702
517,10,椭圆机,2025-11-22,47,450.8,135,151,拳击沙袋,2025-11-22T09:32:47.555702
518,10,爬楼机,2025-10-06,73,768.2,131,159,椭圆机,2025-10-06T09:32:47.555702
519,10,普拉提,2026-01-17,79,414.0,113,127,跑步机,2026-01-17T09:32:47.555702
520,10,动感单车,2025-10-22,22,272.5,134,152,跑步机,2025-10-22T09:32:47.555702
521,10,瑜伽,2026-01-02,101,366.9,147,173,椭圆机,2026-01-02T09:32:47.555702
522,10,游泳,2025-09-17,107,1249.7,144,158,拳击沙袋,2025-09-17T09:32:47.555702
523,10,普拉提,2025-12-03,102,507.8,143,169,龙门架,2025-12-03T09:32:47.555702
524,10,拳击,2026-01-08,51,654.6,119,140,划船机,2026-01-08T09:32:47.555702
525,11,游泳,2025-11-26,96,1049.5,124,135,椭圆机,2025-11-26T09:32:47.555892
526,11,瑜伽,2025-12-29,33,121.4,130,145,哑铃,2025-12-29T09:32:47.555892
527,11,游泳,2025-12-26,29,308.3,134,159,龙门架,2025-12-26T09:32:47.555892
528,11,力量训练,2025-12-13,29,235.5,143,168,拳击沙袋,2025-12-13T09:32:47.555892
529,11,瑜伽,2025-12-15,69,277.4,122,149,哑铃,2025-12-15T09:32:47.555892
530,11,动感单车,2025-11-13,30,373.7,114,132,拳击沙袋,2025-11-13T09:32:47.555892
531,11,爬楼机,2025-11-15,80,900.2,120,147,跑步机,2025-11-15T09:32:47.555892
532,11,力量训练,2026-01-12,52,421.5,126,136,跑步机,2026-01-12T09:32:47.555892
533,11,爬楼机,2025-12-23,24,276.5,136,146,龙门架,2025-12-23T09:32:47.555892
534,11,爬楼机,2025-12-15,114,1336.6,135,161,动感单车,2025-12-15T09:32:47.555892
535,11,力量训练,2025-12-10,81,651.9,130,159,跑步机,2025-12-10T09:32:47.555892
536,11,瑜伽,2025-12-26,96,357.2,122,151,瑜伽垫,2025-12-26T09:32:47.555892
537,11,划船机,2025-12-31,73,748.0,141,163,史密斯机,2025-12-31T09:32:47.555892
538,11,普拉提,2026-01-07,63,326.6,111,131,划船机,2026-01-07T09:32:47.555892
539,11,普拉提,2025-11-16,101,496.4,127,149,拳击沙袋,2025-11-16T09:32:47.555892
540,11,椭圆机,2026-01-19,115,1131.9,128,158,龙门架,2026-01-19T09:32:47.555892
541,11,动感单车,2025-11-14,83,992.3,145,156,划船机,2025-11-14T09:32:47.555892
542,11,动感单车,2025-12-16,44,485.8,125,141,划船机,2025-12-16T09:32:47.555892
543,11,椭圆机,2025-12-07,77,729.9,113,123,哑铃,2025-12-07T09:32:47.555892
544,11,拳击,2026-01-04,59,786.7,140,163,杠铃,2026-01-04T09:32:47.555892
545,11,普拉提,2026-01-15,61,298.2,129,147,椭圆机,2026-01-15T09:32:47.555892
546,11,游泳,2026-01-11,23,234.4,149,173,哑铃,2026-01-11T09:32:47.555892
547,11,爬楼机,2026-01-19,52,619.9,113,126,跑步机,2026-01-19T09:32:47.555892
548,11,爬楼机,2025-12-23,77,879.3,127,152,哑铃,2025-12-23T09:32:47.555892
549,11,力量训练,2026-01-18,120,893.5,143,164,椭圆机,2026-01-18T09:32:47.555892
550,11,划船机,2026-01-14,114,1058.5,133,160,拳击沙袋,2026-01-14T09:32:47.555892
551,11,力量训练,2025-12-23,56,441.7,121,139,杠铃,2025-12-23T09:32:47.555892
552,11,划船机,2025-11-16,29,313.2,150,177,椭圆机,2025-11-16T09:32:47.555892
553,11,拳击,2025-11-26,38,518.6,119,135,动感单车,2025-11-26T09:32:47.555892
554,11,爬楼机,2026-01-12,33,377.6,143,157,拳击沙袋,2026-01-12T09:32:47.555892
